Account_No,Withdrawal_amount,Deposit_amount,Balance_amount,Value_date,Data,transaction_details
40906174,0,17466,-36578694,2022-07-08,2022-07-08,
40906174,515162,0,-37093856,2022-07-08,2022-07-08,Rent
40906174,0,11275,-37082581,2022-07-09,2022-07-09,
40906174,0,10946,-37071635,2022-07-09,2022-07-09,
40906174,969678,0,-37587272,2022-07-10,2022-07-10,Healthcare
40906174,11670,0,-37598942,2022-07-10,2022-07-10,Groceries
40906174,0,12497,-37586445,2022-07-10,2022-07-10,
40906174,0,529452,-37056993,2022-07-11,2022-07-11,
40906174,17476,0,-37074469,2022-07-11,2022-07-11,Transportation
40906174,576196,0,-37650665,2022-07-11,2022-07-11,Clothes
40906174,14622,0,-37665287,2022-07-12,2022-07-12,Transportation
40906174,0,10919,-37654368,2022-07-12,2022-07-12,
40906174,784940,0,-38439308,2022-07-12,2022-07-12,Bill Sharing
40906174,819182,0,-39258490,2022-07-13,2022-07-13,Utilities
40906174,0,605800,-38652690,2022-07-13,2022-07-13,
40906174,0,15400,-38637290,2022-07-14,2022-07-14,
40906174,0,507884,-38129406,2022-07-15,2022-07-15,
40906174,0,15260,-38114146,2022-07-15,2022-07-15,
40906174,10006,0,-38124152,2022-07-15,2022-07-15,Clothes
40906174,0,682768,-37441384,2022-07-16,2022-07-16,
40906174,0,794814,-36646570,2022-07-16,2022-07-16,
40906174,0,968748,-36632063,2022-07-16,2022-07-16,
40906174,0,18281,-36613782,2022-07-17,2022-07-17,
40906174,0,13990,-36599792,2022-07-18,2022-07-18,
40906174,683256,0,-37283048,2022-07-19,2022-07-19,Healthcare
40906174,0,17145,-37265903,2022-07-19,2022-07-19,
40906174,0,12726,-37253177,2022-07-19,2022-07-19,
40906174,0,824243,-36428934,2022-07-20,2022-07-20,
40906174,0,15785,-36413149,2022-07-21,2022-07-21,
40906174,0,970553,-35537062,2022-07-21,2022-07-21,
40906174,791353,0,-36328415,2022-07-21,2022-07-21,Healthcare
40906174,12075,0,-36340490,2022-07-22,2022-07-22,Bill Sharing
40906174,905772,0,-37246262,2022-07-22,2022-07-22,Clothes
40906174,629228,0,-37875490,2022-07-23,2022-07-23,Healthcare
40906174,0,16032,-37859458,2022-07-23,2022-07-23,
40906174,0,853561,-37005897,2022-07-24,2022-07-24,
40906174,0,894896,-36111001,2022-07-25,2022-07-25,
40906174,0,881784,-35229217,2022-07-25,2022-07-25,
40906174,952580,0,-36181797,2022-07-26,2022-07-26,Transportation
40906174,733971,0,-36915768,2022-07-26,2022-07-26,Transportation
40906174,746585,0,-36104973,2022-07-27,2022-07-27,Education
40906174,755267,0,-36860240,2022-07-27,2022-07-27,Transportation
40906174,0,663780,-36196460,2022-07-28,2022-07-28,
40906174,520243,0,-36716703,2022-07-29,2022-07-29,Rent
40906174,495107,0,-37211810,2022-07-30,2022-07-30,Utilities
40906174,587453,0,-37799263,2022-07-31,2022-07-31,Education
40906174,0,537156,-37262107,2022-08-01,2022-08-01,
40906174,0,13611,-37248496,2022-08-01,2022-08-01,
40906174,749316,0,-37997812,2022-08-02,2022-08-02,Healthcare
40906174,10808,0,-38008620,2022-08-03,2022-08-03,Transportation
40906174,0,14868,-37993752,2022-08-04,2022-08-04,
40906174,0,881420,-37112332,2022-08-04,2022-08-04,
40906174,16580,0,-37128912,2022-08-04,2022-08-04,Rent
40906174,14204,0,-37143116,2022-08-05,2022-08-05,Utilities
40906174,0,14681,-37128435,2022-08-05,2022-08-05,
40906174,13445,0,-37141880,2022-08-06,2022-08-06,Education
40906174,0,10288,-37131592,2022-08-06,2022-08-06,
40906174,15061,0,-37146653,2022-08-07,2022-08-07,Utilities
40906174,0,749197,-36397456,2022-08-07,2022-08-07,
40906174,0,873553,-35523903,2022-08-08,2022-08-08,
40906174,992832,0,-34878724,2022-08-08,2022-08-08,Education
40906174,0,588235,-34290489,2022-08-09,2022-08-09,
40906174,0,15509,-34274980,2022-08-09,2022-08-09,
40906174,738044,0,-35013024,2022-08-10,2022-08-10,Healthcare
40906174,12613,0,-35025637,2022-08-11,2022-08-11,Clothes
40906174,0,19083,-35006554,2022-08-11,2022-08-11,
40906174,464188,0,-35470742,2022-08-11,2022-08-11,Clothes
40906174,0,14116,-35456626,2022-08-12,2022-08-12,
40906174,11081,0,-35467707,2022-08-13,2022-08-13,Utilities
40906174,0,19649,-35448058,2022-08-14,2022-08-14,
40906174,0,11000,-35437058,2022-08-15,2022-08-15,
40906174,814822,0,-36251880,2022-08-16,2022-08-16,Clothes
40906174,15476,0,-36267356,2022-08-17,2022-08-17,Utilities
40906174,674535,0,-36941891,2022-08-17,2022-08-17,Groceries
40906174,0,533508,-36408383,2022-08-18,2022-08-18,
40906174,959876,0,-37368259,2022-08-18,2022-08-18,Healthcare
40906174,0,614475,-37357091,2022-08-19,2022-08-19,
40906174,857353,0,-38214444,2022-08-19,2022-08-19,Groceries
40906174,0,16127,-38198317,2022-08-20,2022-08-20,
40906174,0,814232,-37384085,2022-08-20,2022-08-20,
40906174,0,524318,-36859767,2022-08-21,2022-08-21,
40906174,0,14607,-36845160,2022-08-22,2022-08-22,
40906174,0,17122,-36828038,2022-08-23,2022-08-23,
40906174,0,15883,-36812155,2022-08-23,2022-08-23,
40906174,493244,0,-37305399,2022-08-23,2022-08-23,Clothes
40906174,0,439660,-37317426,2022-08-24,2022-08-24,
40906174,0,689787,-36627639,2022-08-24,2022-08-24,
40906174,10635,0,-36638274,2022-08-24,2022-08-24,Healthcare
40906174,10754,0,-36649028,2022-08-25,2022-08-25,Healthcare
40906174,0,909229,-35739799,2022-08-26,2022-08-26,
40906174,19833,0,-35759632,2022-08-26,2022-08-26,Entertainment
40906174,19805,0,-35779437,2022-08-26,2022-08-26,Healthcare
40906174,0,416617,-35362820,2022-08-27,2022-08-27,
40906174,992719,0,-34543545,2022-08-28,2022-08-28,Healthcare
40906174,988695,0,-34529913,2022-08-29,2022-08-29,Education
40906174,741563,0,-35271476,2022-08-29,2022-08-29,Clothes
40906174,17093,0,-35288569,2022-08-30,2022-08-30,Clothes
40906174,867011,0,-34682147,2022-08-30,2022-08-30,Education
40906174,0,10392,-34671755,2022-08-30,2022-08-30,
40906174,688069,0,-35359824,2022-08-31,2022-08-31,Groceries
40906174,0,613933,-34745891,2022-08-31,2022-08-31,
40906174,11800,0,-34757691,2022-08-31,2022-08-31,Transportation
40906174,543675,0,-35301366,2022-09-01,2022-09-01,Utilities
40906174,13283,0,-35314649,2022-09-01,2022-09-01,Healthcare
40906174,12453,0,-35327102,2022-09-02,2022-09-02,Education
40906174,0,13506,-35313596,2022-09-02,2022-09-02,
40906174,0,14607,-35298989,2022-09-02,2022-09-02,
40906174,0,10205,-35288784,2022-09-03,2022-09-03,
40906174,0,18282,-35270502,2022-09-04,2022-09-04,
40906174,11203,0,-35281705,2022-09-04,2022-09-04,Bill Sharing
40906174,18704,0,-35300409,2022-09-05,2022-09-05,Rent
40906174,448820,0,-35749229,2022-09-05,2022-09-05,Groceries
40906174,0,10578,-35738651,2022-09-06,2022-09-06,
40906174,836571,0,-36575222,2022-09-06,2022-09-06,Transportation
40906174,18838,0,-36594060,2022-09-06,2022-09-06,Bill Sharing
40906174,11511,0,-36605571,2022-09-07,2022-09-07,Entertainment
40906174,14682,0,-36620253,2022-09-07,2022-09-07,Entertainment
40906174,11814,0,-36632067,2022-09-07,2022-09-07,Clothes
40906174,976004,0,-37608071,2022-09-08,2022-09-08,Groceries
40906174,0,829388,-36778683,2022-09-08,2022-09-08,
40906174,17414,0,-36796097,2022-09-08,2022-09-08,Entertainment
40906174,403754,0,-37199851,2022-09-09,2022-09-09,Transportation
40906174,0,11043,-37188808,2022-09-09,2022-09-09,
40906174,0,947703,-36241105,2022-09-09,2022-09-09,
40906174,967286,0,-37208391,2022-09-10,2022-09-10,Healthcare
40906174,19009,0,-37227400,2022-09-10,2022-09-10,Groceries
40906174,923430,0,-38150830,2022-09-10,2022-09-10,Clothes
40906174,0,19834,-38130996,2022-09-11,2022-09-11,
40906174,0,984261,-37146735,2022-09-12,2022-09-12,
40906174,427383,0,-37574118,2022-09-12,2022-09-12,Transportation
40906174,851376,0,-38425494,2022-09-12,2022-09-12,Entertainment
40906174,496594,0,-38922088,2022-09-13,2022-09-13,Entertainment
40906174,0,15119,-38906969,2022-09-13,2022-09-13,
40906174,931943,0,-39838912,2022-09-13,2022-09-13,Clothes
40906174,0,10159,-39828753,2022-09-14,2022-09-14,
40906174,12592,0,-39841345,2022-09-15,2022-09-15,Transportation
40906174,0,19894,-39821451,2022-09-16,2022-09-16,
40906174,0,870383,-38951068,2022-09-16,2022-09-16,
40906174,0,16382,-38934686,2022-09-17,2022-09-17,
40906174,10982,0,-38945668,2022-09-17,2022-09-17,Education
40906174,0,17759,-38927909,2022-09-18,2022-09-18,
40906174,644091,0,-39572000,2022-09-18,2022-09-18,Clothes
40906174,707167,0,-40279167,2022-09-19,2022-09-19,Healthcare
40906174,633044,0,-40297138,2022-09-19,2022-09-19,Healthcare
40906174,0,406208,-39890930,2022-09-20,2022-09-20,
40906174,11252,0,-39902182,2022-09-20,2022-09-20,Bill Sharing
40906174,996771,0,-40898953,2022-09-20,2022-09-20,Transportation
40906174,0,686850,-40212103,2022-09-21,2022-09-21,
40906174,0,18137,-40193966,2022-09-21,2022-09-21,
40906174,626657,0,-40820623,2022-09-21,2022-09-21,Bill Sharing
40906174,465126,0,-41285749,2022-09-22,2022-09-22,Education
40906174,15823,0,-41301572,2022-09-22,2022-09-22,Utilities
40906174,0,19340,-41282232,2022-09-22,2022-09-22,
40906174,19549,0,-41301781,2022-09-23,2022-09-23,Rent
40906174,14044,0,-41315825,2022-09-23,2022-09-23,Education
40906174,0,596695,-40719130,2022-09-24,2022-09-24,
40906174,524842,0,-41243972,2022-09-25,2022-09-25,Transportation
40906174,0,957169,-40286803,2022-09-25,2022-09-25,
40906174,958946,0,-41245749,2022-09-25,2022-09-25,Education
40906174,491864,0,-41737613,2022-09-26,2022-09-26,Education
40906174,0,474114,-41263499,2022-09-26,2022-09-26,
40906174,0,19725,-41243774,2022-09-26,2022-09-26,
40906174,15429,0,-41259203,2022-09-27,2022-09-27,Entertainment
40906174,0,782014,-40477189,2022-09-27,2022-09-27,
40906174,0,15524,-40461665,2022-09-28,2022-09-28,
40906174,818191,0,-41279856,2022-09-28,2022-09-28,Entertainment
40906174,13730,0,-41293586,2022-09-29,2022-09-29,Transportation
40906174,0,19060,-41274526,2022-09-29,2022-09-29,
40906174,13883,0,-41288409,2022-09-30,2022-09-30,Healthcare
40906174,0,800707,-40487702,2022-10-01,2022-10-01,
40906174,0,14785,-40472917,2022-10-01,2022-10-01,
40906174,961297,0,-41434214,2022-10-01,2022-10-01,Transportation
40906174,994290,0,-42428504,2022-10-02,2022-10-02,Education
40906174,10624,0,-42439128,2022-10-03,2022-10-03,Utilities
40906174,446481,0,-42885609,2022-10-04,2022-10-04,Rent
40906174,0,454034,-42431575,2022-10-04,2022-10-04,
40906174,15256,0,-42446831,2022-10-05,2022-10-05,Groceries
40906174,609811,0,-42040259,2022-10-05,2022-10-05,Education
40906174,0,10150,-42030109,2022-10-06,2022-10-06,
40906174,0,17930,-42012179,2022-10-06,2022-10-06,
40906174,13047,0,-42025226,2022-10-06,2022-10-06,Groceries
40906174,10435,0,-42035661,2022-10-07,2022-10-07,Education
40906174,806564,0,-42842225,2022-10-08,2022-10-08,Transportation
40906174,19775,0,-42862000,2022-10-09,2022-10-09,Utilities
40906174,455311,0,-43317311,2022-10-09,2022-10-09,Education
40906174,0,12005,-43305306,2022-10-10,2022-10-10,
40906174,951595,0,-44256901,2022-10-10,2022-10-10,Clothes
40906174,10972,0,-44267873,2022-10-10,2022-10-10,Education
40906174,12014,0,-44279887,2022-10-11,2022-10-11,Clothes
40906174,13428,0,-44293315,2022-10-11,2022-10-11,Education
40906174,0,887270,-43406045,2022-10-12,2022-10-12,
40906174,0,16007,-43390038,2022-10-12,2022-10-12,
40906174,480777,0,-43870815,2022-10-13,2022-10-13,Utilities
40906174,0,646671,-42903036,2022-10-13,2022-10-13,
40906174,0,526463,-42376573,2022-10-14,2022-10-14,
40906174,876516,0,-43253089,2022-10-14,2022-10-14,Rent
40906174,516094,0,-43769183,2022-10-14,2022-10-14,Rent
40906174,16769,0,-43785952,2022-10-15,2022-10-15,Utilities
40906174,0,17119,-43768833,2022-10-16,2022-10-16,
40906174,0,17852,-43750981,2022-10-17,2022-10-17,
40906174,0,14787,-43736194,2022-10-17,2022-10-17,
40906174,0,709315,-43026879,2022-10-18,2022-10-18,
40906174,10994,0,-43037873,2022-10-18,2022-10-18,Utilities
40906174,649830,0,-43687703,2022-10-18,2022-10-18,Healthcare
40906174,982661,0,-44670364,2022-10-19,2022-10-19,Transportation
40906174,0,15038,-44655326,2022-10-19,2022-10-19,
40906174,18480,0,-44673806,2022-10-20,2022-10-20,Bill Sharing
40906174,0,10307,-44663499,2022-10-20,2022-10-20,
40906174,11261,0,-44674760,2022-10-20,2022-10-20,Clothes
40906174,14437,0,-44689197,2022-10-21,2022-10-21,Clothes
40906174,0,443699,-44245498,2022-10-21,2022-10-21,
40906174,0,412469,-43833029,2022-10-21,2022-10-21,
40906174,0,10833,-43822196,2022-10-22,2022-10-22,
40906174,11944,0,-43834140,2022-10-22,2022-10-22,Entertainment
40906174,0,571750,-43262390,2022-10-23,2022-10-23,
40906174,0,16680,-43245710,2022-10-23,2022-10-23,
40906174,0,755409,-42595692,2022-10-23,2022-10-23,
40906174,0,618279,-41977413,2022-10-24,2022-10-24,
40906174,603529,0,-42580942,2022-10-24,2022-10-24,Education
40906174,967440,0,-43548382,2022-10-24,2022-10-24,Healthcare
40906174,0,828014,-42720368,2022-10-25,2022-10-25,
40906174,15092,0,-42735460,2022-10-25,2022-10-25,Bill Sharing
40906174,17717,0,-42753177,2022-10-26,2022-10-26,Bill Sharing
40906174,0,17533,-42735644,2022-10-26,2022-10-26,
40906174,651595,0,-43387239,2022-10-26,2022-10-26,Transportation
40906174,0,694479,-42692760,2022-10-27,2022-10-27,
40906174,16801,0,-42709561,2022-10-27,2022-10-27,Rent
40906174,0,714112,-41995449,2022-10-28,2022-10-28,
40906174,983700,0,-42979149,2022-10-28,2022-10-28,Bill Sharing
40906174,0,695999,-42283150,2022-10-28,2022-10-28,
40906174,839729,0,-43122879,2022-10-29,2022-10-29,Utilities
40906174,750122,0,-43873001,2022-10-29,2022-10-29,Clothes
40906174,896609,0,-44769610,2022-10-29,2022-10-29,Utilities
40906174,0,16573,-44753037,2022-10-30,2022-10-30,
40906174,0,15778,-44737259,2022-10-30,2022-10-30,
40906174,0,847496,-43889763,2022-10-30,2022-10-30,
40906174,0,853649,-43036114,2022-10-31,2022-10-31,
40906174,744643,0,-43780757,2022-10-31,2022-10-31,Rent
40906174,656075,0,-44436832,2022-11-01,2022-11-01,Healthcare
40906174,904416,0,-43754757,2022-11-01,2022-11-01,Education
40906174,19578,0,-43774335,2022-11-01,2022-11-01,Entertainment
40906174,17193,0,-43791528,2022-11-02,2022-11-02,Utilities
40906174,846502,0,-44638030,2022-11-02,2022-11-02,Transportation
40906174,645987,0,-45284017,2022-11-02,2022-11-02,Healthcare
40906174,0,755741,-44528276,2022-11-03,2022-11-03,
40906174,968856,0,-45497132,2022-11-03,2022-11-03,Clothes
40906174,425403,0,-45922535,2022-11-03,2022-11-03,Utilities
40906174,17977,0,-45940512,2022-11-04,2022-11-04,Groceries
40906174,18960,0,-45959472,2022-11-04,2022-11-04,Entertainment
40906174,0,18926,-45940546,2022-11-04,2022-11-04,
40906174,0,863903,-45076643,2022-11-05,2022-11-05,
40906174,766251,0,-45842894,2022-11-06,2022-11-06,Clothes
40906174,991159,0,-46834053,2022-11-06,2022-11-06,Clothes
40906174,0,702280,-46131773,2022-11-07,2022-11-07,
40906174,683400,0,-46815173,2022-11-07,2022-11-07,Utilities
40906174,0,11845,-46803328,2022-11-08,2022-11-08,
40906174,0,875000,-45928328,2022-11-08,2022-11-08,
40906174,713971,0,-46642299,2022-11-08,2022-11-08,Entertainment
40906174,0,984439,-45657860,2022-11-09,2022-11-09,
40906174,19420,0,-45677280,2022-11-09,2022-11-09,Education
40906174,511215,0,-46188495,2022-11-10,2022-11-10,Bill Sharing
40906174,0,424877,-45763618,2022-11-11,2022-11-11,
40906174,492651,0,-46256269,2022-11-11,2022-11-11,Clothes
40906174,0,505720,-45750549,2022-11-11,2022-11-11,
40906174,0,18596,-45731953,2022-11-12,2022-11-12,
40906174,0,902234,-44829719,2022-11-12,2022-11-12,
40906174,19094,0,-44848813,2022-11-12,2022-11-12,Groceries
40906174,791519,0,-45640332,2022-11-13,2022-11-13,Rent
40906174,706619,0,-46346951,2022-11-14,2022-11-14,Utilities
40906174,10308,0,-46357259,2022-11-15,2022-11-15,Education
40906174,15575,0,-46372834,2022-11-15,2022-11-15,Rent
40906174,19760,0,-46392594,2022-11-15,2022-11-15,Rent
40906174,586266,0,-46978860,2022-11-16,2022-11-16,Healthcare
40906174,0,11881,-46966979,2022-11-17,2022-11-17,
40906174,0,12345,-46954634,2022-11-18,2022-11-18,
40906174,17385,0,-46972019,2022-11-18,2022-11-18,Clothes
40906174,0,19908,-46952111,2022-11-18,2022-11-18,
40906174,16957,0,-46969068,2022-11-19,2022-11-19,Entertainment
40906174,0,407779,-46561289,2022-11-19,2022-11-19,
40906174,737066,0,-47298355,2022-11-20,2022-11-20,Utilities
40906174,12246,0,-47310601,2022-11-21,2022-11-21,Bill Sharing
40906174,10937,0,-47321538,2022-11-21,2022-11-21,Rent
40906174,11387,0,-47332925,2022-11-22,2022-11-22,Bill Sharing
40906174,740865,0,-48073790,2022-11-22,2022-11-22,Clothes
40906174,16889,0,-48090679,2022-11-22,2022-11-22,Rent
40906174,16874,0,-48107553,2022-11-23,2022-11-23,Entertainment
40906174,13266,0,-48120819,2022-11-24,2022-11-24,Utilities
40906174,0,12507,-48108312,2022-11-25,2022-11-25,
40906174,0,512528,-47595784,2022-11-25,2022-11-25,
40906174,0,665008,-46930776,2022-11-25,2022-11-25,
40906174,0,830298,-46918292,2022-11-26,2022-11-26,
40906174,0,641418,-46276874,2022-11-26,2022-11-26,
40906174,0,13263,10000,2022-11-27,2022-11-27,
40906174,0,793284,803284,2022-11-28,2022-11-28,
40906174,15138,0,788146,2022-11-29,2022-11-29,Utilities
40906174,839561,0,10000,2022-11-30,2022-11-30,Groceries
40906174,0,668964,678964,2022-12-01,2022-12-01,
40906174,0,17365,696329,2022-12-01,2022-12-01,
40906174,528994,0,167335,2022-12-02,2022-12-02,Education
40906174,19195,0,148140,2022-12-02,2022-12-02,Clothes
40906174,0,16124,164264,2022-12-02,2022-12-02,
40906174,541334,0,10000,2022-12-03,2022-12-03,Healthcare
40906174,0,10111,20111,2022-12-04,2022-12-04,
40906174,18109,0,10000,2022-12-05,2022-12-05,Transportation
40906174,604413,0,10000,2022-12-05,2022-12-05,Healthcare
40906174,612572,0,10000,2022-12-06,2022-12-06,Utilities
40906174,582923,0,10000,2022-12-06,2022-12-06,Healthcare
40906174,0,474756,484756,2022-12-07,2022-12-07,
40906174,14868,0,469888,2022-12-08,2022-12-08,Healthcare
40906174,563326,0,10000,2022-12-08,2022-12-08,Clothes
40906174,722177,0,10000,2022-12-08,2022-12-08,Transportation
40906174,912900,0,10000,2022-12-09,2022-12-09,Groceries
40906174,964569,0,10000,2022-12-09,2022-12-09,Bill Sharing
40906174,0,548893,558893,2022-12-09,2022-12-09,
40906174,973934,0,10000,2022-12-10,2022-12-10,Education
40906174,0,18392,28392,2022-12-10,2022-12-10,
40906174,0,863549,891941,2022-12-10,2022-12-10,
40906174,0,662779,1554720,2022-12-11,2022-12-11,
40906174,0,15906,1570626,2022-12-11,2022-12-11,
40906174,0,15342,1585968,2022-12-12,2022-12-12,
40906174,0,17797,1603765,2022-12-13,2022-12-13,
40906174,562464,0,1041301,2022-12-13,2022-12-13,Groceries
40906174,444585,0,596716,2022-12-14,2022-12-14,Healthcare
40906174,428766,0,167950,2022-12-14,2022-12-14,Groceries
40906174,968152,0,10000,2022-12-15,2022-12-15,Clothes
40906174,0,579503,589503,2022-12-16,2022-12-16,
40906174,12882,0,576621,2022-12-16,2022-12-16,Healthcare
40906174,446461,0,130160,2022-12-16,2022-12-16,Transportation
40906174,16420,0,113740,2022-12-17,2022-12-17,Rent
40906174,828447,0,10000,2022-12-17,2022-12-17,Utilities
40906174,472479,0,10000,2022-12-17,2022-12-17,Groceries
40906174,711252,0,10000,2022-12-18,2022-12-18,Entertainment
40906174,0,17266,27266,2022-12-18,2022-12-18,
40906174,608284,0,10000,2022-12-18,2022-12-18,Education
40906174,541243,0,10000,2022-12-19,2022-12-19,Transportation
40906174,0,727746,737746,2022-12-20,2022-12-20,
40906174,0,719329,1457075,2022-12-20,2022-12-20,
40906174,0,15707,1472782,2022-12-21,2022-12-21,
40906174,16637,0,1456145,2022-12-21,2022-12-21,Clothes
40906174,11856,0,1444289,2022-12-22,2022-12-22,Education
40906174,0,947364,2391653,2022-12-23,2022-12-23,
40906174,0,15354,2407007,2022-12-23,2022-12-23,
40906174,0,548568,2955575,2022-12-24,2022-12-24,
40906174,12592,0,2942983,2022-12-24,2022-12-24,Utilities
40906174,0,967494,3910477,2022-12-25,2022-12-25,
40906174,0,621648,4532125,2022-12-25,2022-12-25,
40906174,10084,0,4522041,2022-12-26,2022-12-26,Healthcare
40906174,0,913398,5435439,2022-12-27,2022-12-27,
40906174,618473,0,4816966,2022-12-27,2022-12-27,Education
40906174,828141,0,3988825,2022-12-27,2022-12-27,Bill Sharing
40906174,11020,0,3977805,2022-12-28,2022-12-28,Entertainment
40906174,0,13772,3991577,2022-12-28,2022-12-28,
40906174,718184,0,3273393,2022-12-29,2022-12-29,Entertainment
40906174,14941,0,3258452,2022-12-30,2022-12-30,Transportation
40906174,16975,0,3241477,2022-12-30,2022-12-30,Entertainment
40906174,408310,0,2833167,2022-12-30,2022-12-30,Clothes
40906174,664421,0,2168746,2022-12-31,2022-12-31,Groceries
40906174,0,860405,3029151,2022-12-31,2022-12-31,
40906174,777815,0,2251336,2023-01-01,2023-01-01,Clothes
40906174,10488,0,2240848,2023-01-01,2023-01-01,Clothes
40906174,959348,0,1281500,2023-01-02,2023-01-02,Transportation
40906174,0,698419,1927670,2023-01-03,2023-01-03,
40906174,0,16210,1943880,2023-01-03,2023-01-03,
40906174,19435,0,1924445,2023-01-03,2023-01-03,Bill Sharing
40906174,563622,0,1360823,2023-01-04,2023-01-04,Utilities
40906174,0,759486,2120309,2023-01-04,2023-01-04,
40906174,710998,0,1671974,2023-01-05,2023-01-05,Education
40906174,18783,0,1653191,2023-01-05,2023-01-05,Entertainment
40906174,0,850188,2503379,2023-01-06,2023-01-06,
40906174,961565,0,1541814,2023-01-06,2023-01-06,Utilities
40906174,461748,0,1080066,2023-01-06,2023-01-06,Entertainment
40906174,0,480694,1560760,2023-01-07,2023-01-07,
40906174,0,432419,1993179,2023-01-07,2023-01-07,
40906174,11611,0,1981568,2023-01-08,2023-01-08,Education
40906174,0,16068,1997636,2023-01-08,2023-01-08,
40906174,550910,0,1446726,2023-01-08,2023-01-08,Transportation
40906174,925864,0,520862,2023-01-09,2023-01-09,Utilities
40906174,0,408730,1347742,2023-01-09,2023-01-09,
40906174,0,874927,2222669,2023-01-09,2023-01-09,
40906174,16385,0,2206284,2023-01-10,2023-01-10,Healthcare
40906174,535727,0,1670557,2023-01-10,2023-01-10,Bill Sharing
40906174,611316,0,1059241,2023-01-11,2023-01-11,Bill Sharing
40906174,19881,0,1039360,2023-01-11,2023-01-11,Bill Sharing
40906174,0,697824,1737184,2023-01-12,2023-01-12,
40906174,0,715247,1721761,2023-01-12,2023-01-12,
40906174,0,417084,2138845,2023-01-13,2023-01-13,
40906174,715974,0,1422871,2023-01-14,2023-01-14,Transportation
40906174,0,16599,1439470,2023-01-14,2023-01-14,
40906174,0,693150,1427206,2023-01-14,2023-01-14,
40906174,19673,0,1407533,2023-01-15,2023-01-15,Bill Sharing
40906174,0,628493,2036026,2023-01-15,2023-01-15,
40906174,0,596853,2632879,2023-01-16,2023-01-16,
40906174,643412,0,3538465,2023-01-16,2023-01-16,Education
40906174,969386,0,2569079,2023-01-17,2023-01-17,Education
40906174,695409,0,1873670,2023-01-17,2023-01-17,Clothes
40906174,0,10224,1883894,2023-01-17,2023-01-17,
40906174,19669,0,1864225,2023-01-18,2023-01-18,Bill Sharing
40906174,739963,0,1124262,2023-01-18,2023-01-18,Transportation
40906174,14038,0,1110224,2023-01-19,2023-01-19,Bill Sharing
40906174,0,590735,1700959,2023-01-19,2023-01-19,
40906174,0,862953,2563912,2023-01-19,2023-01-19,
40906174,833243,0,1994006,2023-01-20,2023-01-20,Healthcare
40906174,10974,0,1983032,2023-01-20,2023-01-20,Rent
40906174,10936,0,1972096,2023-01-21,2023-01-21,Entertainment
40906174,642381,0,1329715,2023-01-21,2023-01-21,Entertainment
40906174,0,812321,2142036,2023-01-22,2023-01-22,
40906174,629156,0,1512880,2023-01-22,2023-01-22,Utilities
40906174,792672,0,720208,2023-01-22,2023-01-22,Bill Sharing
40906174,711642,0,10000,2023-01-23,2023-01-23,Groceries
40906174,0,17218,27218,2023-01-24,2023-01-24,
40906174,0,15021,42239,2023-01-25,2023-01-25,
40906174,0,12972,55211,2023-01-26,2023-01-26,
40906174,511887,0,10000,2023-01-26,2023-01-26,Clothes
40906174,0,605358,615358,2023-01-27,2023-01-27,
40906174,0,18787,634145,2023-01-28,2023-01-28,
40906174,16817,0,617328,2023-01-28,2023-01-28,Transportation
40906174,19513,0,597815,2023-01-29,2023-01-29,Bill Sharing
40906174,0,17157,614972,2023-01-30,2023-01-30,
40906174,0,17047,632019,2023-01-31,2023-01-31,
40906174,0,694111,1326130,2023-01-31,2023-01-31,
40906174,0,434825,1760955,2023-01-31,2023-01-31,
40906174,0,10079,1771034,2023-02-01,2023-02-01,
40906174,743978,0,1027056,2023-02-02,2023-02-02,Bill Sharing
40906174,0,10810,1037866,2023-02-03,2023-02-03,
40906174,0,874099,1911965,2023-02-03,2023-02-03,
40906174,0,981497,2893462,2023-02-03,2023-02-03,
40906174,0,939670,3833132,2023-02-04,2023-02-04,
40906174,460547,0,3372585,2023-02-04,2023-02-04,Transportation
40906174,905250,0,2467335,2023-02-04,2023-02-04,Rent
40906174,0,446658,2913993,2023-02-05,2023-02-05,
40906174,0,15963,2929956,2023-02-06,2023-02-06,
40906174,0,995827,3384533,2023-02-07,2023-02-07,
40906174,0,18302,3402835,2023-02-07,2023-02-07,
40906174,17235,0,3385600,2023-02-08,2023-02-08,Entertainment
40906174,753529,0,4349535,2023-02-08,2023-02-08,Healthcare
40906174,0,12570,4362105,2023-02-08,2023-02-08,
40906174,10020,0,4352085,2023-02-09,2023-02-09,Healthcare
40906174,18021,0,4334064,2023-02-09,2023-02-09,Utilities
40906174,0,708662,5042726,2023-02-09,2023-02-09,
40906174,811790,0,4230936,2023-02-10,2023-02-10,Transportation
40906174,405117,0,3825819,2023-02-10,2023-02-10,Education
40906174,0,546075,4371894,2023-02-11,2023-02-11,
40906174,653397,0,3718497,2023-02-11,2023-02-11,Groceries
40906174,0,571436,4289933,2023-02-12,2023-02-12,
40906174,979480,0,4308861,2023-02-12,2023-02-12,Healthcare
40906174,0,19024,4327885,2023-02-13,2023-02-13,
40906174,16812,0,4311073,2023-02-13,2023-02-13,Transportation
40906174,16249,0,4294824,2023-02-13,2023-02-13,Transportation
40906174,18831,0,4275993,2023-02-14,2023-02-14,Entertainment
40906174,530251,0,3745742,2023-02-14,2023-02-14,Rent
40906174,0,877563,4623305,2023-02-14,2023-02-14,
40906174,0,13389,4636694,2023-02-15,2023-02-15,
